cefrLevel,unitId,unitFocus,lessonId,lessonTitle,keyword,definition,definitionSource,gradedExampleSentence,exampleSource,imageBrief,generationBrief,generatedImage,imageState,reviewStatus,permanentAssetReference
"A1","a1d08","personal profile and everyday survival English","a1d08l4","Reading and Critical Thinking: A1 Review Project","complete","complete is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""complete"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show complete clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: complete in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l4","Reading and Critical Thinking: A1 Review Project","confirm","confirm is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""confirm"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show confirm clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: confirm in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l4","Reading and Critical Thinking: A1 Review Project","passport","passport is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""passport"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show passport clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: passport in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l4","Reading and Critical Thinking: A1 Review Project","address","address is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""address"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show address clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: address in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l4","Reading and Critical Thinking: A1 Review Project","phone number","phone number is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""phone number"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show phone number clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: phone number in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l4","Reading and Critical Thinking: A1 Review Project","arrival","arrival is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""arrival"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show arrival clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: arrival in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l4","Reading and Critical Thinking: A1 Review Project","booking","booking is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""booking"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show booking clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: booking in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","check in","check in is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""check in"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show check in clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: check in in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","sign","sign is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""sign"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show sign clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: sign in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","complete","complete is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""complete"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show complete clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: complete in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","confirm","confirm is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""confirm"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show confirm clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: confirm in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","passport","passport is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""passport"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show passport clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: passport in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","address","address is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""address"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show address clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: address in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","phone number","phone number is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""phone number"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show phone number clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: phone number in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","arrival","arrival is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""arrival"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show arrival clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: arrival in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","booking","booking is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""booking"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show booking clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: booking in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","room","room is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""room"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show room clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: room in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","breakfast","breakfast is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""breakfast"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show breakfast clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: breakfast in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d08","personal profile and everyday survival English","a1d08l5","Speaking and Writing Project: A1 Review Project","map","map is a useful word for personal profile and everyday survival english. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""map"" when I talk about personal profile and everyday survival english.","TEMPLATE_CEFR_STYLE","Show map clearly in a personal profile and everyday survival english situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: map in personal profile and everyday survival english; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","routine","routine helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""routine"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show routine clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: routine in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","habit","habit helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""habit"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show habit clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: habit in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","currently","currently helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""currently"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show currently clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: currently in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","usually","usually helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""usually"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show usually clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: usually in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","hardly ever","hardly ever helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""hardly ever"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show hardly ever clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: hardly ever in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","once a week","once a week helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""once a week"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show once a week clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: once a week in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","before work","before work helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""before work"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show before work clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: before work in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","after lunch","after lunch helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""after lunch"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show after lunch clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: after lunch in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","shift","shift helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""shift"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show shift clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: shift in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","commute","commute helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""commute"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show commute clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: commute in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","prepare","prepare helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""prepare"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show prepare clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: prepare in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l1","Language Focus: Routines and Habits","check","check helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""check"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show check clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: check in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","content-assets/word-images/check.jpg","PRESENT","TEMPORARY_UNREVIEWED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","usually","usually helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""usually"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show usually clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: usually in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","hardly ever","hardly ever helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""hardly ever"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show hardly ever clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: hardly ever in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","once a week","once a week helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""once a week"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show once a week clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: once a week in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","before work","before work helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""before work"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show before work clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: before work in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","after lunch","after lunch helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""after lunch"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show after lunch clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: after lunch in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","shift","shift helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""shift"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show shift clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: shift in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","commute","commute helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""commute"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show commute clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: commute in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","prepare","prepare helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""prepare"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show prepare clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: prepare in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","check","check helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""check"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show check clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: check in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","content-assets/word-images/check.jpg","PRESENT","TEMPORARY_UNREVIEWED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","organise","organise helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""organise"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show organise clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: organise in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","change","change helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""change"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show change clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: change in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l2","Vocabulary and Collocation: Routines and Habits","today","today helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""today"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show today clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: today in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","before work","before work helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""before work"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show before work clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: before work in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","after lunch","after lunch helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""after lunch"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show after lunch clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: after lunch in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","shift","shift helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""shift"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show shift clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: shift in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","commute","commute helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""commute"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show commute clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: commute in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","prepare","prepare helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""prepare"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show prepare clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: prepare in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
